COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch),X_coord,Y_coord,ABUNDANCE
Cumberland,2025-06-06,MOOSE P,Bridgton,L.L. SALMON,650,8,-70.7959922105,44.0417106725,
Oxford,2025-06-07,ANDROSCOGGIN R (LITTLE),Greenwood,BROOK TROUT,8500,3,-70.62557946193832,44.33356145672643,
Oxford,2025-06-07,ANDROSCOGGIN R (LITTLE),West Paris,BROOK TROUT,3000,3,-70.57522696194887,44.322778613418755,
Oxford,2025-06-07,ANDROSCOGGIN R (LITTLE),West Paris,BROOK TROUT,5000,2,-70.57522696194887,44.322778613418755,
Oxford,2025-06-07,ANDROSCOGGIN R (LITTLE),Greenwood,BROOK TROUT,8500,3,-70.62557946193832,44.33356145672643,
Oxford,2025-06-08,CONSERVATION CAMP P,Woodstock,BROOK TROUT,100,10,-70.6665048742,44.3816915287,
Cumberland,2025-06-08,PRESUMPSCOT R,Windham,BROOK TROUT,200,10,-70.41072422739504,43.7172514296907,
Oxford,2025-06-08,CONSERVATION CAMP P,Woodstock,BROOK TROUT,100,9,-70.6665048742,44.3816915287,
Cumberland,2025-06-08,PRESUMPSCOT R,Windham,BROOK TROUT,100,10,-70.41072422739504,43.7172514296907,
Cumberland,2025-06-09,MUDDY R,Naples,BROOK TROUT,300,10,-70.64133986122727,43.96165264808945,
Oxford,2025-06-09,BURNT MEADOW P,Brownfield,BROWN TROUT,100,9,-70.8881578865,43.92620473,
Oxford,2025-06-09,HORSESHOE P,Lovell,BROOK TROUT,200,10,-68.0070430308,45.2632347216,
Oxford,2025-06-10,WILD R,Gilead,BROOK TROUT,250,9,-70.9859317362192,44.38225347754317,
Oxford,2025-06-10,WILD R,Batchelders Grant Twp,BROOK TROUT,250,9,-70.99348198919166,44.35442917649236,
Oxford,2025-06-10,WILD R,Gilead,BROOK TROUT,250,9,-70.9859317362192,44.38225347754317,
Oxford,2025-06-10,WILD R,Batchelders Grant Twp,BROOK TROUT,250,9,-70.99348198919166,44.35442917649236,
Oxford,2025-06-19,FOREST P,Canton,RAINBOW TROUT,100,11,-70.2773242694,44.457621944,
Oxford,2025-06-19,FOREST P,Canton,RAINBOW TROUT,100,11,-70.2773242694,44.457621944,
Cumberland,2025-06-23,SEBAGO L,Raymond,L.L. SALMON,2000,8,-70.53988429728061,43.88385982345409,
Oxford,2025-09-30,CUSHMAN P,Sumner,BROOK TROUT,600,5,-70.4113374403,44.3486061461,
Oxford,2025-09-30,MOSQUITO P,Albany Twp,BROOK TROUT,75,5,-70.7994544394,44.2990079248,
Sagadahoc,2025-09-30,SPRAGUE P,Phippsburg,BROOK TROUT,200,7,-69.8345784888,43.7842169344,
Oxford,2025-09-30,NORTH P,Sumner,BROOK TROUT,250,13,-70.4003155811,44.3279847826,
Oxford,2025-09-30,TROUT P,Mason Twp,BROOK TROUT,400,5,-70.874199488,44.3704272617,
Oxford,2025-09-30,OVERSET P,Greenwood,BROOK TROUT,300,5,-70.6802899951,44.327477465,
Oxford,2025-09-30,SPECK P #2,Norway,BROOK TROUT,150,5,-70.7013926621,44.2633825418,
Oxford,2025-09-30,ABBOTTS P,Sumner,BROOK TROUT,650,5,-70.5156523004,44.4294528183,
Oxford,2025-09-30,CONCORD P (LITTLE),Woodstock,BROOK TROUT,600,5,-70.5357902208,44.4360566524,
Oxford,2025-10-07,PENNESSEEWASSEE L,Norway,RAINBOW TROUT,1850,14,-70.5829333058,44.2302832706,
Androscoggin,2025-10-07,RANGE P (MIDDLE),Poland,RAINBOW TROUT,650,14,-70.3794845466,44.0266579724,
Cumberland,2025-10-07,CRYSTAL L (DRY P),Gray,RAINBOW TROUT,250,14,-70.358117409,43.9293948213,
Oxford,2025-10-07,ANDROSCOGGIN R (LITTLE),Oxford,RAINBOW TROUT,100,14,-70.46120318543788,44.133064570342775,
Androscoggin,2025-10-07,ANDROSCOGGIN R (LITTLE),Mechanic Falls,RAINBOW TROUT,100,14,-70.41648328641564,44.11055780683758,
Androscoggin,2025-10-07,ANDROSCOGGIN R (LITTLE),Minot,RAINBOW TROUT,100,14,-70.39190020460279,44.14222712186505,
Androscoggin,2025-10-07,ANDROSCOGGIN R (LITTLE),Auburn,RAINBOW TROUT,100,14,-70.23938085682464,44.07143328372705,
Androscoggin,2025-10-07,ANDROSCOGGIN R (LITTLE),Auburn,RAINBOW TROUT,100,14,-70.23938085682464,44.07143328372705,
Androscoggin,2025-10-07,ANDROSCOGGIN R (LITTLE),Minot,RAINBOW TROUT,100,14,-70.39190020460279,44.14222712186505,
Androscoggin,2025-10-07,RANGE P (UPPER),Poland,RAINBOW TROUT,300,14,-70.3988775893,44.00529546,
Oxford,2025-10-08,ANDROSCOGGIN R,Bethel,BROOK TROUT,375,13,-70.79638333825649,44.430767428007634,
Oxford,2025-10-08,ANDROSCOGGIN R,Mexico,BROOK TROUT,125,13,-70.53201533692803,44.547916403530614,
Oxford,2025-10-08,ANDROSCOGGIN R,Rumford,BROOK TROUT,125,13,-70.54517053176315,44.55010513308811,
Oxford,2025-10-08,ANDROSCOGGIN R,Gilead,BROOK TROUT,375,13,-70.96198669691128,44.39735921783639,
Cumberland,2025-10-08,CRYSTAL L (DRY P),Gray,BROWN TROUT,250,12,-70.358117409,43.9293948213,
Cumberland,2025-10-08,SEBAGO L (LITTLE),Windham,RAINBOW TROUT,700,14,-70.3600115621,43.8083635257,
Androscoggin,2025-10-09,RANGE P (MIDDLE),Poland,BROWN TROUT,325,12,-70.3794845466,44.0266579724,
Androscoggin,2025-10-09,RANGE P (UPPER),Poland,BROWN TROUT,150,12,-70.3988775893,44.00529546,
Oxford,2025-10-09,WORTHLEY P,Peru,BROWN TROUT,400,12,-70.400257661,44.4594319764,
Cumberland,2025-10-09,SEBAGO L (LITTLE),Windham,BROWN TROUT,1000,12,-70.3600115621,43.8083635257,
Cumberland,2025-10-09,PRESUMPSCOT R,Windham,BROOK TROUT,50,13,-70.41072422739504,43.7172514296907,
Androscoggin,2025-10-09,RANGE P (LOWER),Poland,BROWN TROUT,300,12,-70.3691480065,44.043731033,
Cumberland,2025-10-09,PRESUMPSCOT R,Windham,BROOK TROUT,50,13,-70.41072422739504,43.7172514296907,
Oxford,2025-10-09,HANCOCK P,Denmark,BROWN TROUT,1000,12,-70.7457788227,43.9396298618,
Cumberland,2025-10-09,PRESUMPSCOT R,Windham,BROOK TROUT,50,13,-70.41072422739504,43.7172514296907,
Androscoggin,2025-10-10,WORTHLEY P,Poland,BROOK TROUT,175,13,-70.344776845,44.0187622925,
Oxford,2025-10-10,PENNESSEEWASSEE P (LITTLE),Norway,BROOK TROUT,200,13,-70.6164656237,44.2243164878,
Oxford,2025-10-10,HALLS P,Paris,BROOK TROUT,100,13,-70.4571823251,44.2184173478,
Cumberland,2025-10-10,PRESUMPSCOT R,Windham,L.L. SALMON,100,11,-70.41072422739504,43.7172514296907,
Cumberland,2025-10-10,PRESUMPSCOT R,Windham,L.L. SALMON,100,11,-70.41072422739504,43.7172514296907,
York,2025-10-10,OGUNQUIT R,Wells,BROWN TROUT,400,12,-70.64612336217733,43.26421270385303,
Oxford,2025-10-13,HALLS P,Paris,BROOK TROUT,750,8,-70.4571823251,44.2184173478,
Oxford,2025-10-13,PENNESSEEWASSEE P (LITTLE),Norway,BROOK TROUT,700,8,-70.6164656237,44.2243164878,
Androscoggin,2025-10-13,WORTHLEY P,Poland,BROOK TROUT,750,8,-70.344776845,44.0187622925,
Oxford,2025-10-14,WASHBURN P,Woodstock,BROOK TROUT,250,5,-70.5310471128,44.4237533856,
Oxford,2025-10-14,BROKEN BRIDGE P,Albany Twp,BROOK TROUT,300,5,-70.8174384942,44.3111101836,
Oxford,2025-10-14,CROCKER P,Albany Twp,BROOK TROUT,200,8,-70.8242083304,44.3085947562,
Oxford,2025-10-14,ANDROSCOGGIN R,Gilead,BROWN TROUT,250,12,-70.96198669691128,44.39735921783639,
Oxford,2025-10-14,ANDROSCOGGIN R,Bethel,BROWN TROUT,250,12,-70.79638333825649,44.430767428007634,
Oxford,2025-10-15,CROCKER P,Albany Twp,BROOK TROUT,15,13,-70.8242083304,44.3085947562,
Cumberland,2025-10-15,PRESUMPSCOT R,Windham,BROOK TROUT,100,13,-70.41072422739504,43.7172514296907,
Cumberland,2025-10-15,PRESUMPSCOT R,Windham,BROOK TROUT,100,13,-70.41072422739504,43.7172514296907,
Cumberland,2025-10-15,PRESUMPSCOT R,Windham,BROOK TROUT,50,13,-70.41072422739504,43.7172514296907,
Cumberland,2025-10-15,PRESUMPSCOT R,Windham,BROOK TROUT,50,13,-70.41072422739504,43.7172514296907,
Cumberland,2025-10-15,SABBATHDAY L,New Gloucester,BROOK TROUT,400,13,-70.3542643237,43.9780003425,
Cumberland,2025-10-15,PRESUMPSCOT R,Windham,BROOK TROUT,50,13,-70.41072422739504,43.7172514296907,
Cumberland,2025-10-15,PRESUMPSCOT R,Windham,BROOK TROUT,50,13,-70.41072422739504,43.7172514296907,
Cumberland,2025-10-16,HINKLEY P (UPPER),South Portland,BROOK TROUT,200,8,-70.2572095627,43.6248816254,
Cumberland,2025-10-16,OTTER P #4,Standish,BROOK TROUT,75,13,-70.5118583489,43.7631873001,
Cumberland,2025-10-16,OTTER P #2,Standish,BROOK TROUT,125,13,-70.5118583489,43.7631873001,
Cumberland,2025-10-16,OTTER P #2,Standish,BROOK TROUT,600,8,-70.5118583489,43.7631873001,
Cumberland,2025-10-16,OTTER P #4,Standish,BROOK TROUT,300,8,-70.5118583489,43.7631873001,
York,2025-10-16,KENNEBUNK P,Lyman,RAINBOW TROUT,200,14,-70.6482262375,43.5048886909,
Cumberland,2025-10-16,HINKLEY P (UPPER),South Portland,BROOK TROUT,50,13,-70.2572095627,43.6248816254,
Cumberland,2025-10-16,HINKLEY P (LOWER),South Portland,BROOK TROUT,50,13,-70.2552833884,43.6270999971,
Cumberland,2025-10-16,HINKLEY P (LOWER),South Portland,BROOK TROUT,200,8,-70.2552833884,43.6270999971,
York,2025-10-16,KENNEBUNK P,Lyman,BROWN TROUT,150,12,-70.6482262375,43.5048886909,
York,2025-10-17,KENNEBUNK P,Lyman,BROOK TROUT,300,13,-70.6482262375,43.5048886909,
York,2025-10-17,ROUND P,Lyman,BROOK TROUT,300,8,-70.5889734762,43.5155080834,
York,2025-10-17,DEER P,Hollis,BROOK TROUT,600,8,-70.6598946177,43.6520969527,
Cumberland,2025-10-17,CHAFFIN P,Windham,BROOK TROUT,500,8,-70.4433516075,43.8484878406,
York,2025-10-17,PARKER (BARKER) P,Lyman,BROOK TROUT,750,8,-70.6094805867,43.5343687255,
York,2025-10-17,PARKER (BARKER) P,Lyman,BROOK TROUT,100,13,-70.6094805867,43.5343687255,
York,2025-10-17,ROUND P,Lyman,BROOK TROUT,50,13,-70.5889734762,43.5155080834,
York,2025-10-17,DEER P,Hollis,BROOK TROUT,100,13,-70.6598946177,43.6520969527,
York,2025-10-20,SQUARE P,Shapleigh,BROWN TROUT,500,12,-70.8862368208,43.5571307176,
Cumberland,2025-10-20,PRESUMPSCOT R,Windham,BROWN TROUT,100,12,-70.41072422739504,43.7172514296907,
Cumberland,2025-10-20,PARKER P,Casco,BROOK TROUT,200,13,-70.5159102194,43.9945854429,
Androscoggin,2025-10-20,RANGE P (UPPER),Poland,BROOK TROUT,400,13,-70.3988775893,44.00529546,
Oxford,2025-10-20,KEEWAYDIN L,Stoneham,BROOK TROUT,250,13,-70.8357222578,44.2631896441,
Cumberland,2025-10-20,THOMAS P,Casco,BROOK TROUT,300,13,-70.4788844519,44.0189526601,
Oxford,2025-10-20,VIRGINIA L,Stoneham,BROOK TROUT,300,13,-70.8640675679,44.2708535849,
Oxford,2025-10-20,SONGO P,Albany Twp,BROOK TROUT,150,13,-70.7911080056,44.3605715734,
Cumberland,2025-10-20,PETTINGILL P,Windham,BROWN TROUT,80,12,-70.4463677816,43.8548546067,
Androscoggin,2025-10-20,RANGE P (LOWER),Poland,BROOK TROUT,200,13,-70.3691480065,44.043731033,
Oxford,2025-10-20,SOUTH & ROUND PDS,Greenwood,BROOK TROUT,200,13,-70.6791490183,44.3873350622,
Androscoggin,2025-10-20,RANGE P (MIDDLE),Poland,BROOK TROUT,350,13,-70.3794845466,44.0266579724,
Oxford,2025-10-20,TWITCHELL P,Greenwood,BROOK TROUT,150,13,-70.6811625079,44.3580899525,
Oxford,2025-10-20,HUTCHINSON P,Albany Twp,BROOK TROUT,200,13,-70.70848475,44.2741876559,
Cumberland,2025-10-20,CRYSTAL L (DRY P),Gray,BROOK TROUT,285,13,-70.358117409,43.9293948213,
Oxford,2025-10-21,CLEMONS P (LITTLE),Hiram,BROOK TROUT,100,13,-70.8849992353,43.8654817215,
Oxford,2025-10-21,CLEMONS P (LITTLE),Hiram,BROOK TROUT,400,8,-70.8849992353,43.8654817215,
York,2025-10-21,LONG P,Parsonsfield,BROOK TROUT,250,13,-70.8594443061,43.7586185354,
Oxford,2025-10-21,BICKFORD P,Porter,BROOK TROUT,50,13,-70.9718421434,43.8386750236,
Oxford,2025-10-21,BRYANT P,Woodstock,BROOK TROUT,300,13,-70.6503231463,44.3762724044,
Oxford,2025-10-21,WORTHLEY P,Peru,BROOK TROUT,300,13,-70.400257661,44.4594319764,
Oxford,2025-10-21,CLEMONS P (BIG),Hiram,BROOK TROUT,150,13,-70.8794427215,43.8767042255,
Cumberland,2025-10-21,COLD RAIN P,Naples,BROOK TROUT,100,13,-70.657577531,43.9306196883,
Oxford,2025-10-21,BURNT MEADOW P,Brownfield,BROOK TROUT,150,13,-70.8881578865,43.92620473,
Cumberland,2025-10-21,COLD RAIN P,Naples,BROOK TROUT,500,8,-70.657577531,43.9306196883,
York,2025-10-22,MOUSAM R,Sanford,BROOK TROUT,50,13,-70.67967592793332,43.426169662755875,
Cumberland,2025-10-22,SAND P,Baldwin,BROOK TROUT,200,14,-70.6815504531,43.8194439322,
York,2025-10-22,SACO R,Buxton,BROOK TROUT,50,13,-70.57572184498663,43.61741361746786,
York,2025-10-22,MOUSAM L,Shapleigh,BROWN TROUT,1170,12,-70.86321156027364,43.53568238964788,
York,2025-10-22,ALEWIFE P,Kennebunk,BROOK TROUT,50,13,-70.6041655314,43.437961459,
York,2025-10-22,LITTLEFIELD P,Sanford,BROOK TROUT,550,8,-70.7921941367,43.4838704645,
York,2025-10-22,MOUSAM R,Kennebunk,BROOK TROUT,100,13,-70.54170724460815,43.38060312168738,
York,2025-10-22,MOUSAM R,Shapleigh,BROOK TROUT,50,13,-70.8336806638352,43.488052008244175,
Cumberland,2025-10-22,CRYSTAL (ANONYMOUS) P,Harrison,BROOK TROUT,250,13,-70.6723693605,44.1261106535,
Cumberland,2025-10-22,NUBBLE P,Raymond,BROOK TROUT,25,13,-70.4758179658,43.9535892979,
Cumberland,2025-10-22,TRICKEY P,Naples,BROOK TROUT,50,13,-70.6076290921,43.9403673838,
York,2025-10-22,LITTLEFIELD P,Sanford,BROOK TROUT,75,13,-70.7921941367,43.4838704645,
Oxford,2025-10-22,KEYES P,Sweden,BROOK TROUT,300,13,-70.819968082,44.1433257322,
York,2025-10-22,SACO R,Dayton,BROOK TROUT,150,13,-70.54023761402428,43.54992803179362,
York,2025-10-22,MOUSAM R,Sanford,BROOK TROUT,50,13,-70.67967592793332,43.426169662755875,
York,2025-10-22,SACO R,Buxton,BROOK TROUT,100,13,-70.57572184498663,43.61741361746786,
Oxford,2025-10-22,KEOKA L,Waterford,BROOK TROUT,600,13,-70.7063635622,44.1799292716,
York,2025-10-22,MOUSAM R,Sanford,BROOK TROUT,50,13,-70.67967592793332,43.426169662755875,
York,2025-10-22,SACO R,Buxton,BROOK TROUT,50,13,-70.57572184498663,43.61741361746786,
York,2025-10-23,MOUSAM L,Shapleigh,BROOK TROUT,375,14,-70.86321156027364,43.53568238964788,
York,2025-10-23,SYMMES P,Newfield,BROOK TROUT,100,14,-70.8783388372,43.6489551321,
York,2025-10-23,WILSON L,Acton,BROOK TROUT,250,14,-70.9378664213,43.5578598322,
Oxford,2025-10-23,ANDROSCOGGIN R,Rumford,BROWN TROUT,125,12,-70.54517053176315,44.55010513308811,
York,2025-10-23,HORNE (PEQUAWKET) P,Limington,BROOK TROUT,50,14,-70.6848693219,43.7743599727,
Oxford,2025-10-23,ANDROSCOGGIN R,Mexico,BROWN TROUT,125,12,-70.53201533692803,44.547916403530614,
York,2025-10-23,MOOSE P,Acton,BROOK TROUT,50,14,-70.9334518121,43.5882417762,
York,2025-10-23,ADAMS P (ROCK HAVEN),Newfield,BROOK TROUT,250,14,-70.9085483304,43.6445491962,
York,2025-10-23,OSSIPEE L (LITTLE),Waterboro,BROOK TROUT,400,14,-70.6991765857,43.6113335466,
York,2025-10-24,KNIGHT P,South Berwick,BROOK TROUT,750,8,-70.7614548069,43.2543771707,
Cumberland,2025-10-24,ROYAL R,Yarmouth,BROOK TROUT,100,14,-70.18035592386957,43.80101591129432,
York,2025-10-24,MOUSAM R,Kennebunk,BROWN TROUT,600,12,-70.54170724460815,43.38060312168738,
York,2025-10-24,YORK P,Eliot,BROOK TROUT,200,14,-70.767306452,43.1881653656,
York,2025-10-24,MOUSAM R,Kennebunk,BROWN TROUT,600,12,-70.54170724460815,43.38060312168738,
York,2025-10-25,KNIGHT P,South Berwick,BROOK TROUT,200,14,-70.7614548069,43.2543771707,
Cumberland,2025-10-27,PRESUMPSCOT R,Windham,L.L. SALMON,100,11,-70.41072422739504,43.7172514296907,
Oxford,2025-10-27,PENNESSEEWASSEE P (LITTLE),Norway,BROWN TROUT,100,12,-70.6164656237,44.2243164878,
Cumberland,2025-10-27,PRESUMPSCOT R,Windham,L.L. SALMON,100,11,-70.41072422739504,43.7172514296907,
Oxford,2025-10-27,COLCORD P,Porter,L.L. SALMON,100,11,-70.956738707,43.8478580409,
Oxford,2025-10-27,STEARNS P,Sweden,BROWN TROUT,250,12,-70.7772221682,44.1222290686,
York,2025-10-28,STEVENS B,Wells,BROWN TROUT,800,12,-70.60052685945877,43.29074628646605,
Oxford,2025-10-28,ANASAGUNTICOOK L,Canton,BROWN TROUT,500,12,-70.323862514,44.4256476792,
Oxford,2025-10-29,TWITCHELL P,Greenwood,BROWN TROUT,150,12,-70.6811625079,44.3580899525,
York,2025-10-29,LONG P,Parsonsfield,BROWN TROUT,300,12,-70.8594443061,43.7586185354,
Oxford,2025-10-29,SAND (WALDEN) P,Denmark,BROWN TROUT,300,12,-70.7666588827,43.9543329841,
Oxford,2025-10-29,BICKFORD P,Porter,BROWN TROUT,300,12,-70.9718421434,43.8386750236,
Oxford,2025-10-29,HUTCHINSON P,Albany Twp,BROWN TROUT,200,12,-70.70848475,44.2741876559,
Oxford,2025-10-29,BEAR P,Waterford,SPLAKE,200,13,-70.7178554374,44.1531068532,
Cumberland,2025-10-29,SABBATHDAY L,New Gloucester,BROWN TROUT,350,12,-70.3542643237,43.9780003425,
York,2025-10-30,MOUSAM L,Shapleigh,L.L. SALMON,200,11,-70.86321156027364,43.53568238964788,
Oxford,2025-10-30,KEOKA L,Waterford,L.L. SALMON,120,11,-70.7063635622,44.1799292716,
Oxford,2025-10-30,PENNESSEEWASSEE L,Norway,L.L. SALMON,200,11,-70.5829333058,44.2302832706,
York,2025-10-30,OSSIPEE L (LITTLE),Waterboro,L.L. SALMON,200,11,-70.6991765857,43.6113335466,
Oxford,2025-10-30,SONGO P,Albany Twp,L.L. SALMON,70,11,-70.7911080056,44.3605715734,
Oxford,2025-10-30,KEEWAYDIN L,Stoneham,L.L. SALMON,100,11,-70.8357222578,44.2631896441,
Androscoggin,2025-10-31,BEAVER PARK P #3,Lisbon,BROOK TROUT,200,7,-70.1318739294,44.027780521,
Sagadahoc,2025-10-31,EDDY P (BIG),Topsham,BROOK TROUT,75,14,-69.9708321797,43.9938639271,
Sagadahoc,2025-10-31,EDDY P (BIG),Topsham,BROOK TROUT,500,8,-69.9708321797,43.9938639271,
Cumberland,2025-11-03,LONG L,Harrison,BROWN TROUT,1500,12,-70.6554165682,44.0371785914,
Oxford,2025-11-05,PENNESSEEWASSEE L,Norway,RAINBOW TROUT,50,19,-70.5829333058,44.2302832706,
Oxford,2025-11-05,WORTHLEY P,Peru,BROOK TROUT,15,20,-70.400257661,44.4594319764,
Oxford,2025-11-05,HALLS P,Paris,BROOK TROUT,15,18,-70.4571823251,44.2184173478,
Cumberland,2025-11-05,SEBAGO L (LITTLE),Windham,RAINBOW TROUT,50,19,-70.3600115621,43.8083635257,
Androscoggin,2025-11-06,RANGE P (MIDDLE),Poland,RAINBOW TROUT,50,19,-70.3794845466,44.0266579724,
Cumberland,2025-11-07,CHAFFIN P,Windham,BROOK TROUT,15,20,-70.4433516075,43.8484878406,
Cumberland,2025-11-07,PRESUMPSCOT R,Windham,BROOK TROUT,15,20,-70.41072422739504,43.7172514296907,
Oxford,2025-11-07,ANASAGUNTICOOK L,Canton,BROWN TROUT,25,19,-70.323862514,44.4256476792,
Cumberland,2025-11-07,PETTINGILL P,Windham,BROOK TROUT,300,14,-70.4463677816,43.8548546067,
Cumberland,2025-11-07,OTTER P #4,Standish,BROOK TROUT,10,19,-70.5118583489,43.7631873001,
Cumberland,2025-11-07,CHAFFIN P,Windham,BROOK TROUT,100,14,-70.4433516075,43.8484878406,
Cumberland,2025-11-07,PRESUMPSCOT R,Windham,BROOK TROUT,50,14,-70.41072422739504,43.7172514296907,
Cumberland,2025-11-07,PRESUMPSCOT R,Windham,BROOK TROUT,100,14,-70.41072422739504,43.7172514296907,
Cumberland,2025-11-07,LONG L,Harrison,BROWN TROUT,95,19,-70.6554165682,44.0371785914,
Oxford,2025-11-07,HALLS P,Paris,BROWN TROUT,50,19,-70.4571823251,44.2184173478,
Cumberland,2025-11-07,OTTER P #2,Standish,BROOK TROUT,15,19,-70.5118583489,43.7631873001,
York,2025-11-07,HORNE (PEQUAWKET) P,Limington,BROWN TROUT,50,19,-70.6848693219,43.7743599727,
Cumberland,2025-11-10,LONG L,Bridgton,L.L. SALMON,500,12,-70.68141499169103,44.062137920203384,
Cumberland,2025-11-10,LONG L,Naples,L.L. SALMON,500,12,-70.60545378212855,43.974106234019175,
Cumberland,2025-11-10,LONG L,Harrison,L.L. SALMON,500,12,-70.6554165682,44.0371785914,
Cumberland,2025-11-10,PANTHER P,Raymond,L.L. SALMON,450,12,-70.4647569149,43.9281879433,
Cumberland,2025-11-10,CRESCENT L,Raymond,L.L. SALMON,200,12,-70.4575332605,43.9754861526,
Cumberland,2025-11-14,THOMAS P,Casco,BROOK TROUT,15,19,-70.4788844519,44.0189526601,
Cumberland,2025-11-14,TRICKEY P,Naples,BROOK TROUT,50,13,-70.6076290921,43.9403673838,
Cumberland,2025-11-14,SABBATHDAY L,New Gloucester,BROOK TROUT,15,20,-70.3542643237,43.9780003425,
Cumberland,2025-11-14,COFFEE P,Casco,BROOK TROUT,300,13,-70.4984066636,43.9768017686,
Androscoggin,2025-11-14,RANGE P (UPPER),Poland,BROOK TROUT,10,20,-70.3988775893,44.00529546,
Cumberland,2025-11-14,CRYSTAL L (DRY P),Gray,BROOK TROUT,15,20,-70.358117409,43.9293948213,
Androscoggin,2025-11-14,WORTHLEY P,Poland,BROOK TROUT,15,19,-70.344776845,44.0187622925,
Androscoggin,2025-11-14,RANGE P (MIDDLE),Poland,BROOK TROUT,15,20,-70.3794845466,44.0266579724,
Oxford,2025-11-15,KEOKA L,Waterford,L.L. SALMON,30,18,-70.7063635622,44.1799292716,
Oxford,2025-11-15,ANDROSCOGGIN R,Gilead,RAINBOW TROUT,75,19,-70.96198669691128,44.39735921783639,
Oxford,2025-11-15,KEEWAYDIN L,Stoneham,L.L. SALMON,20,18,-70.8357222578,44.2631896441,
Oxford,2025-11-15,SONGO P,Albany Twp,L.L. SALMON,30,18,-70.7911080056,44.3605715734,
York,2025-11-17,OSSIPEE L (LITTLE),Waterboro,RAINBOW TROUT,50,19,-70.6991765857,43.6113335466,
Oxford,2025-11-17,HORSESHOE P,Lovell,BROWN TROUT,150,12,-68.0070430308,45.2632347216,
Androscoggin,2025-11-18,ANDROSCOGGIN R (LITTLE),Mechanic Falls,BROWN TROUT,200,12,-70.41648328641564,44.11055780683758,
Androscoggin,2025-11-18,ANDROSCOGGIN R (LITTLE),Minot,BROWN TROUT,200,12,-70.39190020460279,44.14222712186505,
Oxford,2025-11-18,ANDROSCOGGIN R (LITTLE),Oxford,BROWN TROUT,200,12,-70.46120318543788,44.133064570342775,
Androscoggin,2025-11-18,ANDROSCOGGIN R (LITTLE),Auburn,BROWN TROUT,200,12,-70.23938085682464,44.07143328372705,
Cumberland,2025-11-20,PRESUMPSCOT R,Windham,BROOK TROUT,50,14,-70.41072422739504,43.7172514296907,
Cumberland,2025-11-20,PRESUMPSCOT R,Windham,BROOK TROUT,50,14,-70.41072422739504,43.7172514296907,
York,2025-11-20,SYMMES P,Newfield,BROOK TROUT,15,20,-70.8783388372,43.6489551321,
York,2025-11-20,ALEWIFE P,Kennebunk,BROOK TROUT,10,19,-70.6041655314,43.437961459,
Androscoggin,2025-11-21,TRIPP P,Poland,L.L. SALMON,40,18,-70.4333271998,44.0516773719,
Cumberland,2025-11-21,THOMAS P,Casco,L.L. SALMON,30,18,-70.4788844519,44.0189526601,
Cumberland,2025-11-21,PRESUMPSCOT R,Windham,L.L. SALMON,100,18,-70.41072422739504,43.7172514296907,
York,2025-11-21,WILSON L,Acton,BROOK TROUT,15,20,-70.9378664213,43.5578598322,
Oxford,2025-11-21,PENNESSEEWASSEE L,Norway,L.L. SALMON,20,18,-70.5829333058,44.2302832706,
Oxford,2025-11-21,PENNESSEEWASSEE L,Norway,L.L. SALMON,20,18,-70.5829333058,44.2302832706,
Oxford,2025-11-24,WORTHLEY P,Peru,RAINBOW TROUT,25,24,-70.400257661,44.4594319764,
York,2025-11-24,PARKER (BARKER) P,Lyman,BROOK TROUT,15,20,-70.6094805867,43.5343687255,
Sagadahoc,2025-11-24,SILVER L,Phippsburg,BROOK TROUT,10,20,-69.7874988214,43.7458409607,
York,2025-11-24,KENNEBUNK P,Lyman,BROOK TROUT,15,20,-70.6482262375,43.5048886909,
Sagadahoc,2025-11-24,EDDY P (BIG),Topsham,BROOK TROUT,10,20,-69.9708321797,43.9938639271,
Sagadahoc,2025-11-24,CENTER P,Phippsburg,BROOK TROUT,15,20,-69.8148196404,43.8153218457,
York,2025-11-24,OSSIPEE L (LITTLE),Waterboro,BROOK TROUT,25,20,-70.6991765857,43.6113335466,
York,2025-11-24,MOUSAM L,Shapleigh,BROOK TROUT,20,20,-70.86321156027364,43.53568238964788,
Cumberland,2025-11-24,SAND P,Baldwin,BROOK TROUT,15,20,-70.6815504531,43.8194439322,
Oxford,2025-11-24,STANLEY P,Hiram,BROOK TROUT,10,20,-70.8876644951,43.8345901222,
Sagadahoc,2025-11-24,SILVER L,Phippsburg,BROOK TROUT,600,8,-69.7874988214,43.7458409607,
Oxford,2025-11-24,BICKFORD P,Porter,BROOK TROUT,15,20,-70.9718421434,43.8386750236,
York,2025-11-24,LONG P,Parsonsfield,BROOK TROUT,15,20,-70.8594443061,43.7586185354,
Cumberland,2025-11-24,PRESUMPSCOT R,Windham,BROOK TROUT,50,14,-70.41072422739504,43.7172514296907,
York,2025-11-24,MOUSAM R,Sanford,BROWN TROUT,20,19,-70.67967592793332,43.426169662755875,
York,2025-11-24,MOUSAM R,Kennebunk,BROWN TROUT,50,19,-70.54170724460815,43.38060312168738,
Cumberland,2025-11-24,PRESUMPSCOT R,Windham,BROOK TROUT,50,14,-70.41072422739504,43.7172514296907,
Sagadahoc,2025-11-24,SILVER L,Phippsburg,BROOK TROUT,50,14,-69.7874988214,43.7458409607,
York,2025-11-24,WILSON L,Acton,BROWN TROUT,25,19,-70.9378664213,43.5578598322,
